,state,catId,catName,category
0,Buin,1,Automovil,1
1,Calera de Tango,1,Automovil,1
2,Cerrillos,1,Automovil,17
3,Cerro Navia,1,Automovil,6
4,Colina,1,Automovil,2
5,Conchalí,1,Automovil,23
6,Curacaví,1,Automovil,1
7,El Bosque,1,Automovil,21
8,Estación Central,1,Automovil,27
9,Huechuraba,1,Automovil,51
10,Independencia,1,Automovil,23
11,Isla de Maipo,1,Automovil,1
12,La Cisterna,1,Automovil,17
13,La Florida,1,Automovil,66
14,La Granja,1,Automovil,10
15,La Pintana,1,Automovil,10
16,La Reina,1,Automovil,29
17,Las Condes,1,Automovil,120
18,Lo Barnechea,1,Automovil,35
19,Lo Espejo,1,Automovil,7
20,Lo Prado,1,Automovil,6
21,Macul,1,Automovil,19
22,Maipú,1,Automovil,71
23,Melipilla,1,Automovil,1
24,Ñuñoa,1,Automovil,86
25,Otra,1,Automovil,7
26,Padre Hurtado,1,Automovil,1
27,Paine,1,Automovil,1
28,Pedro Aguirre Cerda,1,Automovil,8
29,Peñalolén,1,Automovil,33
30,Pirque,1,Automovil,2
31,Providencia,1,Automovil,147
32,Pudahuel,1,Automovil,18
33,Puente Alto,1,Automovil,22
34,Quilicura,1,Automovil,39
35,Quinta Normal,1,Automovil,13
36,Recoleta,1,Automovil,46
37,Renca,1,Automovil,14
38,San Bernardo,1,Automovil,18
39,San Joaquín,1,Automovil,20
40,San José de Maipo,1,Automovil,1
41,San Miguel,1,Automovil,26
42,Santiago,1,Automovil,591
43,Talagante,1,Automovil,3
44,Vitacura,1,Automovil,84
45,Lampa,1,Automovil,5
46,Calera de Tango,2,Station Wagon,1
47,Cerrillos,2,Station Wagon,4
48,Colina,2,Station Wagon,2
49,Conchalí,2,Station Wagon,5
50,El Bosque,2,Station Wagon,6
51,Estación Central,2,Station Wagon,9
52,Huechuraba,2,Station Wagon,8
53,Independencia,2,Station Wagon,6
54,La Cisterna,2,Station Wagon,8
55,La Florida,2,Station Wagon,31
56,La Granja,2,Station Wagon,3
57,La Pintana,2,Station Wagon,2
