,state,catId,catName,category
0,Santiago,1,Hyundai,225
1,Las Condes,1,Hyundai,46
2,Providencia,1,Hyundai,33
3,Vitacura,1,Hyundai,32
4,La Florida,1,Hyundai,29
5,Ñuñoa,1,Hyundai,28
6,Maipú,1,Hyundai,27
7,Lo Barnechea,1,Hyundai,17
8,Quinta Normal,1,Hyundai,16
9,La Cisterna,1,Hyundai,13
10,Huechuraba,1,Hyundai,13
11,Macul,1,Hyundai,13
12,Estación Central,1,Hyundai,11
13,Puente Alto,1,Hyundai,10
14,San Miguel,1,Hyundai,9
15,El Bosque,1,Hyundai,9
16,Lo Prado,1,Hyundai,9
17,Peñalolén,1,Hyundai,9
18,Quilicura,1,Hyundai,8
19,Pudahuel,1,Hyundai,8
20,Cerrillos,1,Hyundai,7
21,Otra,1,Hyundai,7
22,La Reina,1,Hyundai,6
23,Recoleta,1,Hyundai,6
24,La Granja,1,Hyundai,6
25,Lampa,1,Hyundai,5
26,San Ramón,1,Hyundai,4
27,Independencia,1,Hyundai,4
28,San Bernardo,1,Hyundai,4
29,Lo Espejo,1,Hyundai,4
30,San Joaquín,1,Hyundai,3
31,Conchalí,1,Hyundai,3
32,La Pintana,1,Hyundai,3
33,Cerro Navia,1,Hyundai,3
34,Pedro Aguirre Cerda,1,Hyundai,3
35,Calera de Tango,1,Hyundai,2
36,Peñaflor,1,Hyundai,1
37,Talagante,1,Hyundai,1
38,Renca,1,Hyundai,1
39,Buin,1,Hyundai,1
40,Melipilla,1,Hyundai,1
41,Santiago,3,Chevrolet,145
42,Ñuñoa,3,Chevrolet,26
43,Maipú,3,Chevrolet,21
44,La Florida,3,Chevrolet,19
45,Providencia,3,Chevrolet,15
46,Pudahuel,3,Chevrolet,15
47,Vitacura,3,Chevrolet,14
48,San Bernardo,3,Chevrolet,13
49,Las Condes,3,Chevrolet,12
50,Estación Central,3,Chevrolet,12
51,La Cisterna,3,Chevrolet,11
52,Huechuraba,3,Chevrolet,11
53,El Bosque,3,Chevrolet,10
54,La Reina,3,Chevrolet,9
55,Renca,3,Chevrolet,9
56,Recoleta,3,Chevrolet,9
57,Puente Alto,3,Chevrolet,9
58,San Miguel,3,Chevrolet,8
59,Peñalolén,3,Chevrolet,7
60,Macul,3,Chevrolet,7
61,San Joaquín,3,Chevrolet,6
62,Quilicura,3,Chevrolet,6
63,Conchalí,3,Chevrolet,6
64,Otra,3,Chevrolet,6
65,Quinta Normal,3,Chevrolet,5
66,Cerrillos,3,Chevrolet,4
67,Independencia,3,Chevrolet,4
68,La Pintana,3,Chevrolet,4
69,Lo Prado,3,Chevrolet,3
70,Cerro Navia,3,Chevrolet,3
71,Talagante,3,Chevrolet,3
72,Colina,3,Chevrolet,3
73,La Granja,3,Chevrolet,2
74,Pedro Aguirre Cerda,3,Chevrolet,2
75,Lampa,3,Chevrolet,2
76,San Ramón,3,Chevrolet,2
77,Pirque,3,Chevrolet,1
78,Curacaví,3,Chevrolet,1
79,Lo Barnechea,3,Chevrolet,1
80,Santiago,4,Kia,141
81,Ñuñoa,4,Kia,22
82,La Florida,4,Kia,19
83,San Miguel,4,Kia,18
84,Quinta Normal,4,Kia,18
85,Las Condes,4,Kia,18
86,Maipú,4,Kia,17
87,Providencia,4,Kia,14
88,Pudahuel,4,Kia,12
89,Peñalolén,4,Kia,11
90,Vitacura,4,Kia,10
91,San Bernardo,4,Kia,10
92,Puente Alto,4,Kia,9
93,Macul,4,Kia,9
94,La Reina,4,Kia,8
95,El Bosque,4,Kia,8
96,La Cisterna,4,Kia,7
97,La Pintana,4,Kia,6
98,Quilicura,4,Kia,6
99,Independencia,4,Kia,5
100,Estación Central,4,Kia,5
101,Cerrillos,4,Kia,5
102,Huechuraba,4,Kia,5
103,La Granja,4,Kia,5
104,Recoleta,4,Kia,4
105,Calera de Tango,4,Kia,3
106,San Ramón,4,Kia,3
107,Otra,4,Kia,3
108,Lo Barnechea,4,Kia,2
109,Pedro Aguirre Cerda,4,Kia,2
110,San Joaquín,4,Kia,2
111,Lo Espejo,4,Kia,1
112,Peñaflor,4,Kia,1
113,Tiltil,4,Kia,1
114,Renca,4,Kia,1
115,Conchalí,4,Kia,1
116,Lo Prado,4,Kia,1
117,Santiago,2,Toyota,100
118,Ñuñoa,2,Toyota,36
119,Las Condes,2,Toyota,27
120,Vitacura,2,Toyota,22
121,Providencia,2,Toyota,20
122,Maipú,2,Toyota,15
123,San Miguel,2,Toyota,14
124,Lo Barnechea,2,Toyota,12
125,La Florida,2,Toyota,11
126,Quilicura,2,Toyota,10
127,Huechuraba,2,Toyota,9
128,Macul,2,Toyota,7
129,La Cisterna,2,Toyota,7
130,La Reina,2,Toyota,7
131,El Bosque,2,Toyota,6
132,Puente Alto,2,Toyota,6
